symbol,short_name
AUTOIND,AUTOLINE INDUSTRIE
PHANTOMFX,error
TIRUPATI,error
PAVNAIND,Pavna Industries Limited
BANSWRAS,BANSWARA SYNTEX
MEGASOFT,MEGASOFT LTD
GENUSPAPER,GENUS PAPER AND BO
PDMJEPAPER,PUDUMJEE PAPER PRO
NDLVENTURE,NDL VENTURES LIMITED
ALLETEC,error
SIGMA,Sigma Solve Limited
ORBTEXP,ORBIT EXPORTS LTD
GEECEE,GEECEE VENTURES
VARDHACRLC,VARDHMAN ACRYLICS
GEEKAYWIRE,GEEKAY WIRES LIMITED
LIBERTSHOE,LIBERTY SHOES
ADVANIHOTR,ADVANI HOTELS & RE
MBLINFRA,MBL INFRASTRUCTURE
SARLAPOLY,SARLA PERFORMANCE
SOUTHWEST,SOUTH WEST PINNACL
UNIVPHOTO,Universus Imagings Ltd
VIKASECO,VIKAS ECOTECH LIMI
EUROBOND,error
SHIVAMAUTO,SHIVAM AUTOTECH LT
PARSVNATH,PARSVNATH DEVELOPE
NEWJAISA,error
KRISHNADEF,error
RBZJEWEL,RBZ Jewellers Limited
IFBAGRO,IFB AGRO IND
SPMLINFRA,SPML INFRA LTD
WEALTH,Wealth Frst Port. Mg. Ltd
SIMPLEXINF,SIMPLEX INFRASTRUC
SILINV,SIL INVESTMENTS
NBIFIN,N.B.I. INDUSTRIAL
OSWALAGRO,OSWAL AGRO MILLS
DICIND,DIC INDIA
MODISONLTD,MODISON LIMITED
SGIL,Synergy Green Ind. Ltd
ASIANHOTNR,ASIAN HOTELS(NORTH
SAHYADRI,Sahyadri Industries Ltd
AVG,AVG Logistics Limited
BALAXI,BALAXI PHARMACEUTI
RPPINFRA,R.P.P.INFRA PROJEC
KAYA,KAYA LIMITED
HITECHCORP,HITECH CORPORATION
PLAZACABLE,Plaza Wires Limited
CINELINE,CINELINE INDIA LTD
SHYAMCENT,SHYAM CENTURY FERR
KOTARISUG,KOTHARI SUGAR&CHEM
GOLDTECH,AION-TECH SOLUTION
SHEMAROO,SHEMAROO ENTERTAIN
KRITINUT,Kriti Nutrients Limited
OSWALSEEDS,ShreeOswal S and Che Ltd
UFO,UFO MOVIEZ INDIA
ESFL,error
KORE,error
NURECA,Nureca Limited
LORDSCHLO,Lords Chloro Alkali Ltd
SHIVAUM,error
BRNL,BHARAT ROAD NETWOR
BPL,BPL
SAKUMA,SAKUMA EXPORTS LTD
TRIGYN,TRIGYN TECHNOLOGIE
EMAMIREAL,EMAMI REALTY LTD
WANBURY,WANBURY LTD
DUGLOBAL,error
ALANKIT,ALANKIT LIMITED
NRL,Nupur Recyclers Limited
BIL,BHARATIYA INTL LTD
LYKALABS,LYKA LABORATORIES
IITL,INDUSTRIAL INV TRU
IL&FSENGG,IL&FS ENGINEERING
GOLDSTAR,error
KCPSUGIND,KCP SUGAR & INDUST
TPLPLASTEH,TPL PLASTECH LTD.
CLOUD,error
PODDARMENT,PODDAR PIGMENTS
CRAYONS,error
HIGREEN,error
RUCHIRA,RUCHIRA PAPERS LTD
SHREERAMA,SHREE RAMA MULTI
FOCE,error
VMARCIND,error
NATHBIOGEN,NATH BIO-GENES (IN
VINSYS,error
APOLSINHOT,APOLLO SINDOORI HO
EIFFL,Euro (I) Fresh Foods Ltd
NDL,NANDAN DENIM LTD
REMSONSIND,REMSONS INDS
SAAKSHI,error
SYSTANGO,error
VIPCLOTHNG,VIP CLOTHING LTD
MAWANASUG,MAWANA SUGARS LTD
BROOKS,BROOKS LAB LTD
RAMAPHO,Rama Phosphates Limited
TIL,TIL
PVP,PVP VENTURES LTD
KOTHARIPRO,KOTHARI PRODUCTS
RBMINFRA,error
ANMOL,Anmol India Limited
IVC,IL & FS INVESTMENT
AURUM,AURUM PROPTECH LIMITED
SADBHAV,SADBHAV ENGINEERIN
KODYTECH,error
MEGASTAR,Megastar Foods Limited
MAHEPC,Mahindra EPC Irrig Ltd
MIRCELECTR,MIRC ELECTRONICS
RANASUG,RANA SUGARS LTD
BEWLTD,error
SRGHFL,SRG Housing Finance L
DRONE,error
DYNPRO,DYNEMIC PRODUCTS L
STARPAPER,STAR PAPER MILLS
ASAHISONG,ASAHI SONGWON COLO
DEVIT,Dev Info Technology Ltd
INSPIRISYS,INSPIRISYS SOLUTIO
SHREYANIND,SHREYANS INDUSTRIE
NILAINFRA,NILA INFRASTRUCTUR
URAVI,Uravi T And Wedg Lamp Ltd
AYMSYNTEX,AYM SYNTEX LIMITED
REPL,Rudrabhishek Enterp Ltd
ROXHITECH,error
PRAXIS,PRAXIS HOME RETAIL
HINDMOTORS,HINDUSTAN MOTORS
PONNIERODE,PONNI SUGARS ERODE
SCPL,Sheetal Cool Products Ltd
SKP,error
EMKAY,EMKAY GLOBAL FIN
SMLT,Sarthak Metals Limited
STARTECK,Starteck Finance Limited
COASTCORP,Coastal Corporation Ltd
SINTERCOM,Sintercom India Limited
TIPSFILMS,Tips Films Limited
SOLEX,error
PREMIERPOL,PREMIER POLYFILM L
AIRAN,AIRAN LTD
CAREERP,CAREER POINT LTD
PROV,error
SAKHTISUG,SAKTHI SUGAR
TAKE,TAKE SOLUTIONS
IZMO,IZMO LIMITED
KNAGRI,error
PPAP,PPAP AUTOMOTIVE LT
PASUPTAC,Pasupati Acrylon Limited
BHAGYANGR,BHAGYANAGAR INDIA
PRECOT,PRECOT LTD
ZODIACLOTH,ZODIAC CLOTH CO
MHLXMIRU,Mahalaxmi Rubtech Limited
ASHIMASYN,ASHIMA
SAH,Sah Polymers Limited
INFINIUM,error
SHERA,error
RVHL,Ravinder Heights Limited
LOYALTEX,Loyal Textile Mills Ltd
UCAL,UCAL LIMITED
DCMNVL,DCM Nouvelle Limited
MANORG,Mangalam Organics Limited
HARRMALAYA,HARRISONS MALAYALA
ESSENTIA,INTEGRA ESSENTIA LIMITED
LGHL,Laxmi Goldorna House Ltd
GSS,GSS INFOTECH LTD
MANAKSTEEL,MANAKSIA STEELS LT
VISHWARAJ,Vishwaraj Sugar Ind Ltd
LGBFORGE,LGB FORGE LTD
BASML,BANNARI AMMAN SPIN
MURUDCERA,MURUDESHWAR CERAMI
JAYSREETEA,JAYSHREE TEA
GUJAPOLLO,GUJARAT APOLLO IND
DELPHIFX,DELPHI WORLD MONEY LTD
PILITA,PIL ITALICA LIFEST
ELECTHERM,ELECTROTHERM (INDI
ABAN,ABAN OFFSHORE
TEMBO,Tembo Global Ind Ltd
INDTERRAIN,INDIAN TERRAIN FAS
SURANI,error
KRITIKA,Kritika Wires Limited
HINDCON,Hindcon Chemicals Limited
PRITIKAUTO,Pritika Auto Indus Ltd
AARON,Aaron Industries Limited
MWL,error
VIRINCHI,Virinchi Limited
RAJMET,Rajnandini Metal Limited
ZODIAC,Zodiac Energy Limited
KMSUGAR,KM SUGAR MILLS LTD
ELGIRUBCO,ELGI RUBBER CO LTD
MARALOVER,MARAL OVERSEAS
ZEAL,error
USASEEDS,error
RAJTV,RAJ TEL NETWORK
PARAGON,error
MCLEODRUSS,MCLEOD RUSSEL INDI
PRITI,Priti International Ltd
GULFPETRO,GP PETROLEUMS LTD
TRF,TRF LTD
MEP,MEP INFRASTRUCTURE
EQUIPPP,EQUIPPP SOC IMP TECH LTD
MANOMAY,Manomay Tex India Ltd
SUPERHOUSE,SUPERHOUSE LTD
SECL,error
GOYALSALT,error
EFORCE,error
NECCLTD,NORTH EASTERN CARR
PROPEQUITY,error
FROG,error
BAIDFIN,Baid Finserv Limited
ARIES,ARIES AGRO LTD
KRISHCA,error
PAR,Par Drugs and Chem Ltd
SELMC,SEL Manufacturing Co Ltd
SUNDRMBRAK,SUNDARAM BRAKE LIN
RANEENGINE,RANE ENGINE VALVES
RAMANEWS,SHREE RAMA NEWSPRI
SUPREMEPWR,error
KAPSTON,Kapston Facilities Mgmt L
IRIS,Iris Business Serv Ltd
ABINFRA,error
KANPRPLA,Kanpur Plastipack Limited
SEJALLTD,Sejal Glass Limited
TARACHAND,error
RUCHINFRA,RUCHI INFRASTRUCTU
GINNIFILA,GINNI FILAMENTS
BTML,Bodhi Tree Multimedia Ltd
AHLEAST,ASIAN HOTELS (EAST
SVLL,Shree Vasu Logistics Ltd
SPECTSTM,error
RHL,Robust Hotels Limited
LAL,Lorenzini Apparels Ltd
BYKE,THE BYKE HOSPITALI
COMPUSOFT,COMPUCOM SOFTWARE
AKSHARCHEM,AKSHARCHEM (INDIA)
SARTELE,error
RPPL,Rajshree PolyPack Ltd
ALMONDZ,ALMONDZ GLOBAL SEC
INTENTECH,INTENSE TECHNOLOGI
MGEL,Mangalam Global Ent Ltd
HILTON,HILTON METAL FORGI
NDGL,NAGA DHUNSERI GROU
DUCON,DUCON INFRATECHNOL
SJLOGISTIC,error
GILLANDERS,GILLANDERS ARBUTHN
CANARYS,error
MAHESHWARI,MAHESHWARI LOGISTI
CORALFINAC,CORAL INDIA FIN
GREENCHEF,error
AURDIS,error
SOFTTECH,Softtech Engineers Ltd
AARVI,Aarvi Encon Limited
DTIL,DHUNSERI TEA & IND
IVP,IVP LTD
PALREDTEC,PALRED TECHNOLOGIE
EROSMEDIA,EROS INTL MEDIA
INDOTHAI,INDO THAI SECURITI
NITCO,NITCO LIMITED
WELINV,WELSPUN INVESTMENT
MAGNUM,MAGNUM VENTURES LT
QMSMEDI,error
ATAM,Atam Valves Limited
GENCON,Generic Eng Cons Proj Ltd
CCHHL,COUNTRY CLUB HOSPI
GIRRESORTS,GIR NATUREVIEW RES
RELCHEMQ,Reliance Chemotex Ind Ltd
ARSHIYA,ARSHIYA LIMITED
VITAL,error
LLOYDS,error
MADHAVBAUG,error
KEL,error
CHAVDA,error
ASCOM,error
SHIGAN,error
VETO,VETO SWITCHGEARS A
MOS,error
INDOWIND,INDOWIND ENERGY
INVENTURE,INVENTURE GROWTH &
SWASTIK,error
SUVIDHAA,Suvidhaa Infoserve Ltd
BAFNAPH,Bafna Pharmaceuticals Ltd
ALPA,ALPA LABORATORIES
BSL,BSL
INFOLLION,error
TTL,TT LTD
LOVABLE,LOVABLE LINGERIE L
TEXMOPIPES,TEXMO PIPES & PROD
ZEELEARN,ZEE LEARN LTD
USK,Udayshivakumar Infra Ltd
MODIRUBBER,MODI RUBBER
TREJHARA,TREJHARA SOLUTIONS
MAHAPEXLTD,MAHA RASHTRA APEX
DCI,DC Infotech and Comun Ltd
DIGIKORE,error
SURANAT&P,SURANA TEL & POWER
IEL,Indiabulls Ent Ltd
TOTAL,Total Transport Sys Ltd
EFACTOR,error
VIPULLTD,VIPUL LTD
SALSTEEL,SAL STEEL LTD
A2ZINFRA,A2Z INFRA ENGINEER
RHFL,RELIANCE HOME FIN
FRETAIL,FUTURE RETAIL LIMITED
DENEERS,error
LATTEYS,Latteys Industries Ltd
SPLIL,SPL INDUSTRIES LTD
KDL,error
JOCIL,JOCIL LTD
TARMAT,TARMAT LIMITED
NOIDATOLL,NOIDA TOLL BRIDGE
ATLANTAA,ATLANTAA LIMITED
UNIHEALTH,error
UNITEDPOLY,United Polyfab Guj. Ltd.
AKSHOPTFBR,AKSH OPTIFIBRE
SRIVASAVI,error
ARCHIDPLY,ARCHIDPLY IND LTD
AIROLAM,Airo Lam Limited
ROCKINGDCE,error
ASPINWALL,ASPINWALL AND COMP
VAISHALI,Vaishali Pharma Limited
KBCGLOBAL,KBC GLOBAL LIMITED
KAKATCEM,KAKATIYA CEM SUGAR
SIGIND,SIGNET INDUSTRIES
ARVEE,Arvee Laboratories I Ltd
AVONMORE,Avonmore Cap&Mgt Serv Ltd
VISESHINFO,VISESH INFOTECNICS
JMA,JULLUNDUR MOTOR AG
AKI,AKI India Limited
NILASPACES,NILA SPACES LTD
RAJSREESUG,RAJSHREE SUG &CHEM
SHIVATEX,SHIVA TEXYARN LTD
FELIX,error
MANAKCOAT,MANAKSIA COATED ME
BAHETI,error
EMMBI,EMMBI INDUSTRIES
GLOBALVECT,GLOBAL VECTRA HELI
TOUCHWOOD,TOUCHWOOD ENTERTAI
WEIZMANIND,WEIZMANN
SHAH,SHAH METACORP LIMITED
SMARTLINK,SMARTLINK HOLDINGS
DRCSYSTEMS,DRC Systems India Limited
NIRMAN,error
ALPHAGEO,ALPHAGEO(INDIA)
PASHUPATI,error
UMAEXPORTS,Uma Exports Limited
BEARDSELL,BEARDSELL LTD
SHRITECH,error
ISFT,INTRASOFT TECHNOLO
TECHLABS,error
BHARATGEAR,BHARAT GEARS
GVPTECH,GVP INFOTECH LIMITED
NIRAJ,Niraj Cement Struc Ltd
CAPTRUST,CAPITAL TRUST LTD.
RKEC,RKEC Projects Limited
BAGFILMS,B.A.G. FILMS&MEDIA
ARHAM,error
MUKTAARTS,MUKTA ARTS
LOTUSEYE,LOTUS EYE HOSPITA
TRANSTEEL,error
DANGEE,Dangee Dums Limited
DYNAMIC,error
WORTH,Worth Peripherals Limited
AHLADA,Ahlada Engineers Limited
SIKKO,Sikko Industries Limited
KOHINOOR,KOHINOOR FOODS
DUCOL,error
FCONSUMER,FUTURE CONSUMER LT
KREBSBIO,KREBS BIOCHEM&INDS
PRAKASHSTL,PRAKASH STEELAGE
INDBANK,INDBANK MERCH BANK
XELPMOC,XELPMOC DESIGN AND
AMJLAND,AMJ LAND HOLDINGS
UMANGDAIRY,UMANG DAIRIES
DJML,DJ Mediaprint & Log Ltd
JHS,JHS SVENDGAARD LAB
CADSYS,error
SURANASOL,SURANA SOLAR LTD
RILINFRA,error
SADBHIN,SADBHAV INFRA PROJ
URBAN,error
LAMBODHARA,LAMBODHARA TEXTILE
UNITEDTEA,UNITED NILGIRI TEA
SECURKLOUD,SECUREKLOUD TECH LIMITED
SMSLIFE,SMS LIFESCIENCES
IL&FSTRANS,IL&FS TRANSP NTWK
MANAKALUCO,MANAKSIA ALUMINIUM
INDIANCARD,INDIAN CARD CLOTH
SUMIT,Sumit Woods Limited
THOMASCOTT,THOMAS SCOTT (INDI
BALPHARMA,BAL PHARMA
PARTYCRUS,error
PANSARI,Pansari Developers Ltd
MADHUSUDAN,error
INCREDIBLE,INCREDIBLE INDUSTRIES LTD
KARNIKA,error
LAGNAM,Lagnam Spintex Limited
VARDMNPOLY,VARDHMAN POLYTEX
MANGALAM,MANGALAM DRUGS & O
TIRUPATIFL,Tirupati Forge Limited
SIL,STANDARD INDS
3RDROCK,3RD ROCK MULTIMEDI
SALONA,SALONA COTSPIN
AMDIND,AMD INDUSTRIES LTD
YUDIZ,error
SWARAJ,error
FIDEL,error
ASTRON,ASTRON PAPER & BOA
RSSOFTWARE,RS SOFTWARE (I)
CENTEXT,CENTURY EXTRUSIONS
LASA,LASA SUPERGENERICS
KALYANIFRG,KALYANI FORGE
RMDRIP,error
CMNL,error
DCM,D.C.M
MOTOGENFIN,MOTOR & GEN FINANC
CTE,CAMBRIDGE TECH ENT
IPSL,error
CORDSCABLE,CORDS CABLE INDUST
PRAENG,PRAJAY ENGINEERS S
ACCURACY,Accuracy Shipping Limited
ANLON,error
AARTECH,Aartech Solonics Limited
SUNDARAM,SUNDARAM MULTI
SONAMLTD,SONAM LIMITED
SURYALAXMI,SURYALAKSHMI COTTO
GOYALALUM,Goyal Aluminiums Limited
ARTNIRMAN,Art Nirman Limited
GTL,GTL LTD
ALKALI,ALKALI METALS LTD
OMAXAUTO,OMAX AUTOS LTD
FLEXITUFF,FLEXITUFF VENTURES
MAHASTEEL,MAHAMAYA STEEL IND
SHRADHA,Shradha Infraprojects Ltd
GOLDKART,error
TAINWALCHM,TAINWALA CHEMICALS
ANIKINDS,ANIK INDUSTRIES
WIPL,THE WESTERN INDIA
SUPREMEINF,SUPREME INFRASTRUC
PULZ,error
SSFL,error
ABCOTS,error
JAINAM,error
OILCOUNTUB,OIL COUNTRY TUBULR
SECMARK,SecMark Consultancy Ltd
GRAPHISAD,error
SOTAC,error
PIONEEREMB,PIONEER EMBROID LT
GICL,error
AAREYDRUGS,Aarey Drugs & Pharm Ltd
ENERGYDEV,ENERGY DEV CO LTD
SHAHALLOYS,SHAH ALLOYS
MAL,error
PATINTLOG,PATEL INTEGRATED L
SVPGLOB,Svp Global Ventures Ltd
PARIN,error
SHREEOSFM,error
MITCON,MITCON Con
GANGESSECU,GANGES SECURITIES
GTECJAINX,G-TEC JAINX EDUCATION LTD
OBCL,Orissa Bengal Carrier Ltd
DOLLEX,error
MHHL,error
NITIRAJ,Nitiraj Engineers Ltd
SIMBHALS,SIMBHAOLI SUGARS L
TIMESGTY,TIMES GUARANTY
VELS,error
CROWN,Crown Lifters Ltd
MDL,error
DIL,Debock Industries Limited
HPIL,Hindprakash Industry Ltd
PALASHSECU,PALASH SECURITIES
BLBLIMITED,BLB
DBSTOCKBRO,DB INTL STOCK BROK
UNIVASTU,Univastu India Limited
PRUDMOULI,PRUDENTIAL SUGAR C
AAKASH,AAKASH EXPLORATION
AGRITECH,AGRI-TECH (INDIA)
DAMODARIND,DAMODAR INDUSTRIES
QUICKTOUCH,error
BANKA,Banka BioLoo Limited
BVCL,BARAK VALLEY CEMEN
S&SPOWER,S & S POWER SWITCH
ONDOOR,error
TOKYOPLAST,TOKYO PLAST INTL
HOMESFY,error
AVROIND,AVRO INDIA LIMITED
ZENITHSTL,ZENITH STEEL PIP IND LTD
SYNOPTICS,error
STEELCITY,STEEL CITY SECURIT
BABAFP,error
HISARMETAL,HISAR METAL INDUST
AKSHAR,Akshar Spintex Limited
MCON,error
DGCONTENT,Digicontent Limited
SOMICONVEY,SOMI CONVEYOR BELT
RCDL,error
MRO-TEK,MRO-TEK REALTY LTD
AAATECH,AAA Technologies Limited
GRCL,error
YAARI,YAARI DIGI INT SER LTD
VIVIANA,error
ARABIAN,error
GROBTEA,THE GROB TEA COMPA
VERTEXPLUS,error
MCL,Madhav Copper Limited
NIBL,NRB INDUSTRIAL BEA
MARSHALL,Marshall Machines Ltd
ARIHANTACA,error
KHFM,error
DELTAMAGNT,DELTA MFG LTD
PRESSTONIC,error
SAMPANN,SAMPANN UTPADAN INDIA LTD
BHANDARI,BHANDARI HOSIERY E
PKTEA,PERIA KARAMALAI TE
LPDC,LANDMARK PROP DEV
HOLMARC,error
LEMERITE,error
INDSWFTLTD,IND SWIFT LTD
MBECL,MCNALLY BHARAT ENG
MAGSON,error
CINEVISTA,CINEVISTA LIMITED
PANACHE,Panache Digilife Limited
FIBERWEB,Fiberweb India Limited
ARCHIES,ARCHIES LTD.
REGENCERAM,REGENCY CERAMICS
TPHQ,TEAMO PRODUCTIONS HQ LTD
AATMAJ,error
SHEETAL,error
SETCO,SETCO AUTOMOTIVE
PROLIFE,error
CELEBRITY,CELEBRITY FASHIONS
HECPROJECT,HEC Infra Projects Ltd
GLOBALPET,error
MARCO,error
AGROPHOS,AGRO PHOS INDIA LT
HOVS,HOV SERVICES LTD
CUBEXTUB,CUBEX TUBINGS
AUSOMENT,AUSOM ENTERPRISE
KARMAENG,KARMA ENERGY LTD
DHRUV,Dhruv Consultancy Ser Ltd
WEWIN,WE WIN LIMITED
PENTAGON,error
AUROIMPEX,error
ATALREAL,Atal Realtech Limited
TREEHOUSE,TREE HOUSE EDUCATI
VINNY,Vinny Overseas Limited
BIOFILCHEM,BIOFIL CHEMICALS &
AMBANIORG,error
GOLDENTOBC,GOLDEN TOBACCO LTD
RELIABLE,error
ZENITHEXPO,ZENITH EXPORTS LTD
MONOPHARMA,error
ASHOKAMET,Ashoka Metcast Limited
VASWANI,VASWANI INDUSTRIES
INSPIRE,error
PRITIKA,error
KEYFINSERV,KEYNOTE FINANCIAL
LEXUS,Lexus Granito (India) Ltd
CPS,error
CELLPOINT,error
PODDARHOUS,PODDAR HOUSING AND
ORIENTLTD,ORIENT PRESS LTD
MORARJEE,MORARJEE TEXTILES
MAITREYA,error
SHIVAMILLS,SHIVA MILLS LTD
PRAMARA,error
CEREBRAINT,CEREBRA INTEGRATED
MAHICKRA,error
NAGREEKEXP,NAGREEKA EXPORTS
MICROPRO,error
TRIDHYA,error
SECURCRED,SecUR Credentials Limited
CLSL,error
VIAZ,error
AKG,AKG Exim Limited
TERASOFT,TERA SOFTWARE
AVSL,error
TAPIFRUIT,error
SCML,error
COMPINFO,COMPUAGE INFOCOM L
JAIPURKURT,Nandani Creation Limited
GSTL,error
SHRENIK,SHRENIK LTD
SAMBHAAV,SAMBHAAV MEDIA LTD
SHUBHLAXMI,error
VINEETLAB,Vineet Laboratories Ltd
MOKSH,Moksh Ornaments Limited
AROGRANITE,ARO GRANITE INDUS
KANANIIND,KANANI INDUSTRIES
PARASPETRO,PARAS PETROFILS LT
SOMATEX,SOMA TEXTILE & IND
ICDSLTD,ICDS
PNC,PRITISH NANDY COMM
ACSAL,error
ROML,Raj Oil Mills Limited
UCL,error
BMETRICS,error
GANGAFORGE,Ganga Forging Limited
MANUGRAPH,MANUGRAPH INDIA LT
SITINET,SITI NETWORKS LTD
ANKITMETAL,ANKIT METAL & POWE
MALUPAPER,MALU PAPER MILLS
SHANTHALA,error
AARVEEDEN,AARVEE DENIMS & EX
UWCSL,error
BANG,BANG OVERSEAS LTD
SIDDHIKA,error
PIGL,Power Instrument (G) Ltd
SERVICE,error
MAKS,error
BANARBEADS,BANARAS BEADS LTD
REXPIPES,error
AISL,error
NGIL,Nakoda Group of Ind. Ltd
AKASH,Akash Infra-Projects Ltd
ISHAN,error
TFL,TRANSWARRANTY FINA
CBAZAAR,error
DNAMEDIA,DILIGENT MEDIA COR
GLOBE,Globe Textiles (I) Ltd.
COMMITTED,error
JETFREIGHT,Jet Freight Logistics Ltd
UMA,error
SPYL,SHEKHAWATI POLY
FLFL,FUTURE LIFESTYLE F
YCCL,error
BDR,error
PRECISION,error
MASTER,error
DKEGL,error
EXCEL,EXCEL REALTY N INF
DESTINY,error
AJOONI,Ajooni Biotech Limited
SANGANI,error
WOMANCART,error
MADHAV,MADHAV MARB & GRAN
LFIC,LAKSHMI FINANCE &
BURNPUR,BURNPUR CEMENT LTD
SEYAIND,Seya Industries Limited
JETKNIT,error
MILTON,error
VSCL,error
PEARLPOLY,PEARL POLYMERS
HBSL,HB STOCKHOLDINGS
OMFURN,error
MADHUCON,MADHUCON PROJECTS
ABMINTLLTD,ABM International Ltd
AMBICAAGAR,AMBICA AGARB AROMA
ADL,Archidply Decor Limted
KEEPLEARN,DSJ KEEP LEARNING
BINANIIND,BINANI INDUSTRIES
RKDL,RAVI KUMAR DISTILL
AGNI,error
CMRSL,error
SUULD,Suumaya Lifestyle Limited
INDIFRA,error
CYBERMEDIA,CYBER MEDIA (INDIA
TCLCONS,TANTIA CONSTRUCTIONS LTD
SANGINITA,Sanginita Chemicals Limit
TIMESCAN,error
FSC,FUTURE SUPPLY CHAI
3PLAND,3P LAND HOLDINGS L
LIBAS,Libas Designs Limited
SRPL,Shree Ram Proteins Ltd.
SEL,error
KONTOR,error
VEEKAYEM,error
NIDAN,error
SUPERSPIN,SUPER SPINNING
SAGARDEEP,SAGARDEEP ALLOYS L
JFLLIFE,error
EDUCOMP,EDUCOMP SOLUTIONS
HAVISHA,SRI HAVISHA HOSP A
SONUINFRA,error
TGBHOTELS,TGB BANQUETS AND H
ADROITINFO,ADROIT INFOTECH LT
ARISTO,error
SGL,STL GLOBAL LTD
MARINETRAN,error
ASLIND,error
GODHA,Godha Cabcon Insulat Ltd
DIACABS,Diamond Power Infra Ltd
LAXMICOT,Laxmi Cotspin Limited
PATTECH,error
JIWANRAM,error
COUNCODOS,COUNTRY CONDO'S
NEXTMEDIA,NEXT MEDIAWORKS LT
TNTELE,TAMILNADU TELECOMM
ACEINTEG,Ace Integrated Solu. Ltd.
AGUL,error
AGARWALFT,error
BALKRISHNA,BALKRISHNA PAPER M
KKVAPOW,error
AMEYA,error
KHANDSE,KHANDWALA SEC LTD
GATECH,GACM TECHNOLOGIES
TECILCHEM,TECIL CHEM & HYD P
WALPAR,error
WILLAMAGOR,WILLIAMSON MAGOR &
SHAIVAL,error
BOHRAIND,Bohra Industries Limited
SAHAJ,error
MEGAFLEX,error
FMNL,FUTURE MKT NETWORK
21STCENMGM,21ST CENTURY MANAG
KSHITIJPOL,Kshitij Polyline Limited
NKIND,NK INDUSTRIES
HEADSUP,HEADS UP VENTURES LIMITED
ROLLT,ROLLATAINERS LTD
PLADAINFO,error
GUJRAFFIA,GUJARAT RAFFIA IND
VILINBIO,error
KRIDHANINF,KRIDHAN INFRA LIMI
VIVIDHA,VISAGAR POLYTEX
SABAR,error
QUADPRO,error
MITTAL,MITTAL LIFE STYLE
NARMADA,Narmada Agrobase Limited
INFOMEDIA,INFOMEDIA PRESS LI
IMPEXFERRO,IMPEX FERRO TECH
KAUSHALYA,KAUSHALYA INFRASTR
QFIL,error
CONTI,error
MINDPOOL,error
KAVVERITEL,KAVVERI TELECOM PR
UNIINFO,Uniinfo Telecom Servi Ltd
MTEDUCARE,MT EDUCARE LIMITED
LCCINFOTEC,LCC INFOTECH
KHAITANLTD,KHAITAN (INDIA)LTD
CALSOFT,CALIFORNIA SOFTWAR
SILGO,Silgo Retail Limited
MOXSH,error
ORIENTALTL,ORIENTAL TRIMEX
SUNREST,error
RICHA,error
HYBRIDFIN,Hybrid Financial Services
VCL,Vaxtex Cotfab Limited
RITEZONE,error
SUPREMEENG,Supreme Engineering Ltd
VERA,error
LRRPL,error
MOHITIND,MOHIT INDUSTRIES
WINSOME,WINSOME YARNS LTD
OLIL,error
MASKINVEST,MASK INVESTMENTS L
PERFECT,error
ANTGRAPHIC,ANTARCTICA LIMITED
ONELIFECAP,ONELIFE CAPITAL AD
MPTODAY,error
TECHIN,TECHINDIA NIRMAN L
SAROJA,error
LYPSAGEMS,LYPSA GEMS & JEWEL
SPENTEX,SPENTEX INDUSTRIES
SHANTI,Shanti Overseas (Ind) Ltd
NAGREEKCAP,NAGREEKA CAPITAL &
EASTSILK,EASTERN SILK IND
ORTINLAB,Ortin Laboratories Ltd
GRETEX,error
TIJARIA,TIJARIA POLYPIPES
OMKARCHEM,OMKAR SPECIALITY C
VIVO,error
SILLYMONKS,Silly Monks Entertain Ltd
SPRL,error
AILIMITED,error
DIGJAMLMTD,Digjam Ltd
UMESLTD,USHA MARTIN EDU
VIJIFIN,VIJI FINANCE LTD
KANDARP,error
BRIGHT,error
TVVISION,TV VISION LTD
KCK,error
AMIABLE,error
JAKHARIA,error
BLUECHIP,BLUE CHIP INDIA
ARENTERP,RAJDARSHAN INDUSTR
GLFL,GUJARAT LEASE
NORBTEAEXP,NORBEN TEA & EXPOR
INNOVATIVE,error
KALYANI,KALYANI COMMERCIAL
TRANSWIND,error
DRL,error
SMVD,error
EUROTEXIND,EUROTEX INDUSTRIES
RADAAN,RADAAN MEDIAWORKS
SHYAMTEL,SHYAM TELECOM
TARAPUR,TARAPUR TRANSFORME
SABTN,SRI ADHIKARI BROS
MANAV,error
PREMIER,PREMIER LTD
BKMINDST,BKM INDUSTRIES LTD
ACCORD,error
ALPSINDUS,ALPS INDS
DCMFINSERV,DCM FINANCIAL SERV
ABNINT,error
SANCO,SANCO IND LIMITED
AHIMSA,error
CREATIVEYE,CREATIVE EYE LTD
UNIVAFOODS,UNIVA FOODS LIMITED
JALAN,error
BLUECOAST,BLUE COAST HOTELS
NIRAJISPAT,NIRAJ ISPAT INDUST
SABEVENTS,SAB EVENTS & GOV N
MELSTAR,MELSTAR INFORMATIO
LAKPRE,LAKSHMI PRECISION
BHALCHANDR,error
SKSTEXTILE,error
VASA,error
ABHISHEK,ABHISHEK CORP LTD INR10
AHLWEST,ASIAN HOTELS (WEST
AIFL,ASHAPURA INTI FASHION LTD
AJRINFRA,AJR INFRA & TOLLING LTD
ALCHEM,ALCHEMIST LTD
ARCOTECH,ARCOTECH LTD
ATCOM,error
ATLASCYCLE,ATLAS CYCLES(HARYA
ATNINTER,ATN INTERNATIONAL
BHARATIDIL,error
